recall,precision
0.609299,0.970295
0.609309,0.967091
0.610064,0.963887
0.610794,0.968693
0.611549,0.965489
0.612279,0.970295
0.612289,0.967091
0.613039,0.965489
0.61377,0.969894
0.61378,0.966691
0.614531,0.964688
0.615266,0.967892
0.615281,0.963087
0.616021,0.964688
0.616757,0.967491
0.616895,0.963087
0.618243,0.968693
0.618253,0.965489
0.618263,0.962286
0.619733,0.968693
0.619743,0.965489
0.619753,0.962286
0.621224,0.968292
0.621234,0.965089
0.621244,0.961885
0.622717,0.967491
0.622727,0.964288
0.622737,0.961084
0.624213,0.965489
0.624223,0.962286
0.625698,0.967091
0.625708,0.963887
0.625718,0.960684
0.627193,0.965489
0.627203,0.962286
0.627211,0.959483
0.628684,0.965089
0.628694,0.961885
0.628329,0.959483
0.630175,0.964688
0.630185,0.961485
0.63166,0.96629
0.63167,0.963087
0.63168,0.959883
0.633151,0.96589
0.633161,0.962686
0.633171,0.959483
0.634642,0.965489
0.634652,0.962286
0.634662,0.959082
0.635416,0.956079
0.636137,0.963887
0.636147,0.960684
0.636157,0.95748
0.636912,0.954277
0.637631,0.962686
0.637641,0.959483
0.638521,0.955879
0.638033,0.953076
0.639126,0.961084
0.639136,0.957881
0.639893,0.953876
0.640616,0.961084
0.640625,0.957881
0.641383,0.953876
0.64211,0.959483
0.642866,0.955879
0.642876,0.952675
0.643602,0.959082
0.644481,0.955879
0.644368,0.952275
0.645094,0.958281
0.645849,0.955078
0.645859,0.951874
0.647334,0.95668
0.647344,0.953476
0.648074,0.958281
0.648829,0.955078
0.648838,0.951874
0.649564,0.958281
0.65032,0.954677
0.65033,0.951474
0.651801,0.95748
0.651811,0.954277
0.651821,0.951073
0.653295,0.956279
0.653304,0.953076
0.653314,0.949872
0.654786,0.955879
0.654796,0.952675
0.654806,0.949472
0.656281,0.954277
0.65629,0.951073
0.6563,0.94807
0.65777,0.954277
0.65778,0.951073
0.65779,0.94787
0.659259,0.954677
0.659269,0.951474
0.659279,0.94827
0.660752,0.953876
0.660761,0.950673
0.660771,0.947469
0.662243,0.953476
0.662253,0.950272
0.662262,0.947069
0.663738,0.951874
0.663747,0.948671
0.665222,0.953476
0.665232,0.950272
0.665242,0.947069
0.666717,0.951874
0.666727,0.948671
0.667481,0.945868
0.668207,0.951874
0.668217,0.948671
0.668972,0.945467
0.669698,0.951474
0.669708,0.94827
0.670464,0.944666
0.671191,0.950673
0.671201,0.947469
0.671956,0.944266
0.672683,0.949872
0.672693,0.946668
0.673449,0.943265
0.674174,0.949472
0.674184,0.946268
0.674939,0.943064
0.675664,0.949472
0.675674,0.946268
0.675688,0.941863
0.677153,0.949872
0.677163,0.946668
0.678043,0.943064
0.678646,0.948671
0.678656,0.945467
0.679412,0.941863
0.68014,0.947469
0.680896,0.943865
0.680906,0.940662
0.681636,0.945467
0.682391,0.942264
0.683121,0.947069
0.683145,0.93946
0.683881,0.942264
0.684611,0.947069
0.684635,0.93946
0.685372,0.941863
0.686103,0.946268
0.686858,0.943064
0.686868,0.939861
0.688343,0.944666
0.688353,0.941463
0.688362,0.93866
0.689957,0.944666
0.689844,0.941062
0.689479,0.93866
0.691326,0.943865
0.691335,0.940662
0.69209,0.937658
0.692815,0.943865
0.692825,0.940662
0.69358,0.937458
0.6943,0.945467
0.69431,0.942264
0.69432,0.93906
0.695194,0.937458
0.695208,0.93292
0.695798,0.943064
0.695808,0.939861
0.696564,0.936257
0.696574,0.933053
0.697286,0.943465
0.697296,0.940261
0.698052,0.936657
0.698062,0.933454
0.698072,0.93045
0.698789,0.93946
0.699546,0.935456
0.699556,0.932252
0.699191,0.92985
0.701036,0.935456
0.701046,0.932252
0.700681,0.92985
0.702527,0.935056
0.702537,0.931852
0.704012,0.936657
0.704022,0.933454
0.704032,0.93025
0.705507,0.935056
0.705517,0.931852
0.706992,0.936657
0.707002,0.933454
0.707012,0.93025
0.708483,0.936257
0.708493,0.933053
0.708503,0.92985
0.708138,0.927447
0.709974,0.935856
0.709984,0.932653
0.709994,0.929449
0.710007,0.925045
0.711468,0.934655
0.711478,0.931452
0.711488,0.928248
0.712363,0.926246
0.712968,0.931452
0.712977,0.928248
0.713853,0.926246
0.714462,0.92985
0.714605,0.923843
0.715343,0.926246
0.715956,0.928649
0.715975,0.922642
0.716712,0.925045
0.717463,0.923042
0.718193,0.927848
0.718203,0.924644
0.718953,0.923042
0.719807,0.927848
0.719694,0.924244
0.72045,0.92064
0.721177,0.926646
0.721187,0.923443
0.721938,0.921441
0.722669,0.925845
0.722679,0.922642
0.722693,0.918237
0.724162,0.925045
0.724171,0.921841
0.724181,0.918637
0.725652,0.925045
0.725661,0.921841
0.725671,0.918637
0.725681,0.915434
0.727151,0.921841
0.727161,0.918637
0.727171,0.915434
0.728641,0.921841
0.728651,0.918637
0.728661,0.915434
0.72867,0.912631
0.730139,0.919438
0.730148,0.916235
0.730158,0.913031
0.730167,0.910228
0.731631,0.918637
0.731641,0.915434
0.731651,0.91223
0.731661,0.909027
0.733126,0.917036
0.733136,0.913832
0.733146,0.910629
0.733155,0.907425
0.734621,0.915434
0.734631,0.91223
0.73464,0.909027
0.73465,0.906023
0.736118,0.913031
0.736128,0.909828
0.736138,0.906624
0.737609,0.912631
0.737619,0.909427
0.737629,0.906224
0.738507,0.903287
0.739108,0.909828
0.739118,0.906624
0.739874,0.90302
0.740595,0.910629
0.740605,0.907425
0.740615,0.904221
0.741371,0.900617
0.742094,0.907825
0.742104,0.904622
0.74286,0.901018
0.743582,0.908226
0.743592,0.905022
0.74435,0.901018
0.744359,0.897814
0.745081,0.905423
0.745955,0.903821
0.745842,0.900217
0.745852,0.897014
0.746568,0.906224
0.747323,0.90302
0.747333,0.899817
0.747343,0.896613
0.747353,0.89341
0.748059,0.905823
0.748811,0.903821
0.748821,0.900617
0.74883,0.897414
0.74884,0.89421
0.748855,0.889405
0.749933,0.902219
0.750315,0.899016
0.750325,0.895812
0.750335,0.892609
0.751085,0.891007
0.751807,0.898615
0.751816,0.895412
0.751826,0.892208
0.752712,0.887002
0.752928,0.897414
0.75331,0.89421
0.75332,0.891007
0.754075,0.887803
0.754085,0.8846
0.7548,0.89421
0.75481,0.891007
0.754839,0.881596
0.755571,0.885801
0.755581,0.882598
0.756299,0.891407
0.756456,0.880595
0.75706,0.886202
0.757069,0.882998
0.757796,0.889005
0.757826,0.879394
0.758547,0.887002
0.758557,0.883799
0.759288,0.888204
0.759313,0.880195
0.759323,0.876991
0.760044,0.8846
0.760918,0.882998
0.760805,0.879394
0.760815,0.87619
0.761566,0.874188
0.762288,0.881797
0.762298,0.878593
0.762308,0.87539
0.761948,0.871385
0.763073,0.868782
0.76378,0.880996
0.76379,0.877792
0.7638,0.874589
0.76381,0.871385
0.764567,0.867381
0.765279,0.878193
0.765289,0.874989
0.765299,0.871786
0.766055,0.868182
0.76569,0.865779
0.766772,0.876991
0.766782,0.873788
0.766935,0.864578
0.767538,0.870184
0.767548,0.86698
0.767568,0.860573
0.767577,0.85757
0.76827,0.874589
0.76828,0.871385
0.768304,0.863376
0.769031,0.869383
0.769056,0.861374
0.769065,0.858171
0.769767,0.872186
0.76991,0.866179
0.769797,0.862575
0.769822,0.854567
0.770647,0.868582
0.770554,0.858571
0.771262,0.870584
0.771282,0.864177
0.771429,0.856569
0.771316,0.852965
0.772038,0.860573
0.772067,0.850963
0.772763,0.86698
0.772773,0.863777
0.772793,0.85737
0.772803,0.854166
0.772822,0.847759
0.773534,0.858571
0.773564,0.84896
0.773578,0.844155
0.773893,0.862976
0.77429,0.854967
0.77433,0.842153
0.774653,0.858171
0.77505,0.850162
0.77506,0.846958
0.77507,0.843755
0.775089,0.837548
0.775781,0.854567
0.775944,0.842153
0.775963,0.836013
0.776542,0.849361
0.776552,0.846157
0.776577,0.838148
0.777278,0.852164
0.777313,0.840951
0.777451,0.836547
0.77803,0.850162
0.778039,0.846958
0.778083,0.832742
0.778794,0.843755
0.778804,0.840551
0.778814,0.837348
0.778824,0.834144
0.779147,0.850162
0.779529,0.846958
0.779574,0.832542
0.780285,0.843354
0.780295,0.840151
0.780305,0.836947
0.780315,0.833744
0.780458,0.827737
0.78121,0.825334
0.781412,0.840551
0.781794,0.837348
0.781804,0.834144
0.781814,0.83094
0.781824,0.827737
0.781843,0.82153
0.78258,0.824133
0.782225,0.818527
0.783286,0.836547
0.783296,0.833343
0.783306,0.83014
0.783331,0.822131
0.78335,0.815924
0.784066,0.825334
0.784081,0.820529
0.784409,0.834945
0.784791,0.831741
0.784801,0.828538
0.784836,0.817325
0.784844,0.814522
0.785556,0.825334
0.785571,0.820529
0.785909,0.831741
0.786292,0.828137
0.78645,0.817325
0.786337,0.813721
0.786347,0.810518
0.787167,0.826135
0.787187,0.819728
0.787109,0.804912
0.787925,0.822131
0.787822,0.815323
0.787832,0.81212
0.787841,0.808916
0.787491,0.801708
0.788677,0.819728
0.788599,0.804912
0.788918,0.822131
0.78931,0.815724
0.78932,0.81252
0.78933,0.809317
0.789365,0.798104
0.789374,0.795101
0.790047,0.818527
0.790086,0.805713
0.790224,0.801308
0.790249,0.793299
0.790136,0.789695
0.790922,0.816524
0.790809,0.81292
0.790819,0.809717
0.790863,0.795301
0.791163,0.818927
0.791575,0.806113
0.791585,0.802909
0.791595,0.799706
0.791619,0.791697
0.791639,0.78549
0.792291,0.815323
0.792301,0.81212
0.792311,0.808916
0.792351,0.796102
0.792498,0.788493
0.792513,0.783688
0.793067,0.805312
0.793077,0.802109
0.793107,0.792498
0.793141,0.781486
0.793956,0.798905
0.793843,0.795301
0.793986,0.789294
0.793873,0.78569
0.793883,0.782487
0.794187,0.804511
0.79457,0.801308
0.794644,0.777281
0.795444,0.799706
0.795331,0.796102
0.79534,0.792898
0.795355,0.788093
0.795365,0.784889
0.795375,0.781686
0.795385,0.778482
0.79503,0.772876
0.796151,0.771675
0.796459,0.792498
0.796843,0.788894
0.796853,0.78569
0.796863,0.782487
0.796872,0.779283
0.79701,0.774878
0.797025,0.770073
0.796537,0.76727
0.797663,0.764467
0.79834,0.786491
0.79835,0.783288
0.79836,0.780084
0.79837,0.776881
0.79838,0.773677
0.79839,0.770474
0.798399,0.76727
0.798419,0.760863
0.799275,0.765268
0.799182,0.755257
0.799466,0.783688
0.799849,0.780485
0.799858,0.777281
0.799868,0.774078
0.799878,0.770874
0.799888,0.76767
0.799908,0.761263
0.799933,0.753254
0.799942,0.750251
0.800643,0.764467
0.800668,0.756458
0.800692,0.748449
0.800971,0.778883
0.801355,0.775279
0.801364,0.772075
0.801374,0.768872
0.801517,0.762865
0.801404,0.759261
0.801429,0.751252
0.801571,0.745246
0.801084,0.742443
0.802155,0.757259
0.802185,0.747648
0.80221,0.739639
0.802473,0.774878
0.802856,0.771675
0.802865,0.768471
0.80288,0.763666
0.80289,0.760462
0.80291,0.754055
0.80292,0.750852
0.802935,0.746047
0.802945,0.742843
0.80362,0.765268
0.80365,0.755657
0.803695,0.741241
0.803704,0.738038
0.803988,0.76687
0.804375,0.762064
0.804385,0.758861
0.804405,0.752454
0.804415,0.74925
0.80443,0.744445
0.804454,0.736436
0.805135,0.757259
0.805165,0.747648
0.805189,0.739639
0.805204,0.734834
0.805219,0.730029
0.80589,0.754055
0.8059,0.750852
0.805915,0.746047
0.805924,0.742843
0.805954,0.733232
0.805974,0.726825
0.806779,0.747648
0.806681,0.739239
0.806818,0.734834
0.80671,0.729628
0.806735,0.721619
0.80637,0.719217
0.807531,0.745246
